customer_id,region,first_name,last_name,email
484,Este,Claudia,Pérez,claudia.pérez@cliente.com
270,Este,Carmen,Vargas,carmen.vargas@cliente.com
351,Oeste,Sara,Ruiz,sara.ruiz@cliente.com
304,Oeste,Raúl,Ramírez,raúl.ramírez@cliente.com
456,Este,Marina,Rivas,marina.rivas@cliente.com
462,Norte,Elena,Torres,elena.torres@cliente.com
252,Norte,Andrea,Rivas,andrea.rivas@cliente.com
296,Centro,Luis,Martínez,luis.martínez@cliente.com
213,Centro,Marina,Ramírez,marina.ramírez@cliente.com
208,Sur,Marina,Reyes,marina.reyes@cliente.com
237,Oeste,Carlos,Silva,carlos.silva@cliente.com
338,Oeste,Hugo,Cordero,hugo.cordero@cliente.com
280,Centro,Sara,García,sara.garcía@cliente.com
410,Sur,Luis,Fernández,luis.fernández@cliente.com
217,Centro,Daniela,Rivas,daniela.rivas@cliente.com
380,Centro,Javier,Silva,javier.silva@cliente.com
493,Centro,Manuel,Reyes,manuel.reyes@cliente.com
41,Centro,Claudia,Moreno,claudia.moreno@cliente.com
157,Este,Carmen,Fernández,carmen.fernández@cliente.com
15,Oeste,Alberto,Castillo,alberto.castillo@cliente.com
301,Oeste,Claudia,Reyes,claudia.reyes@cliente.com
65,Este,Hugo,Cano,hugo.cano@cliente.com
327,Sur,Hugo,Cano,hugo.cano@cliente.com
9,Centro,Roberto,Castillo,roberto.castillo@cliente.com
129,Este,Miguel,Mendoza,miguel.mendoza@cliente.com
136,Centro,Carlos,Vargas,carlos.vargas@cliente.com
472,Oeste,Diego,Herrera,diego.herrera@cliente.com
63,Norte,Lucía,Pérez,lucía.pérez@cliente.com
139,Oeste,Luis,López,luis.lópez@cliente.com
499,Sur,Raúl,Cordero,raúl.cordero@cliente.com
392,Centro,Roberto,Martínez,roberto.martínez@cliente.com
163,Oeste,Raúl,Ramírez,raúl.ramírez@cliente.com
419,Centro,Hugo,Pérez,hugo.pérez@cliente.com
289,Este,Manuel,Mendoza,manuel.mendoza@cliente.com
379,Sur,Sara,Delgado,sara.delgado@cliente.com
261,Centro,Lucía,Martínez,lucía.martínez@cliente.com
490,Este,Marina,Vargas,marina.vargas@cliente.com
231,Centro,Lucía,Silva,lucía.silva@cliente.com
28,Oeste,Roberto,Cano,roberto.cano@cliente.com
201,Oeste,Roberto,Fernández,roberto.fernández@cliente.com
328,Norte,Miguel,Vargas,miguel.vargas@cliente.com
268,Este,Elena,López,elena.lópez@cliente.com
418,Este,Patricia,Silva,patricia.silva@cliente.com
33,Oeste,Elena,Pérez,elena.pérez@cliente.com
48,Norte,Claudia,Ramírez,claudia.ramírez@cliente.com
407,Oeste,Manuel,Reyes,manuel.reyes@cliente.com
62,Norte,Raúl,López,raúl.lópez@cliente.com
216,Oeste,Roberto,Fernández,roberto.fernández@cliente.com
293,Sur,Andrea,Silva,andrea.silva@cliente.com
99,Sur,Miguel,Cordero,miguel.cordero@cliente.com
172,Centro,Javier,Torres,javier.torres@cliente.com
214,Este,Sofía,Delgado,sofía.delgado@cliente.com
449,Oeste,Marina,Fernández,marina.fernández@cliente.com
227,Centro,Javier,Silva,javier.silva@cliente.com
101,Oeste,Marina,Ramírez,marina.ramírez@cliente.com
257,Norte,Lucía,Vargas,lucía.vargas@cliente.com
5,Sur,Marina,Pérez,marina.pérez@cliente.com
255,Este,Carlos,Santos,carlos.santos@cliente.com
398,Sur,Claudia,Rivas,claudia.rivas@cliente.com
359,Este,Elena,Rivas,elena.rivas@cliente.com
283,Norte,Javier,Martínez,javier.martínez@cliente.com
393,Centro,Daniela,Pérez,daniela.pérez@cliente.com
207,Centro,Miguel,Silva,miguel.silva@cliente.com
42,Sur,Sara,Moreno,sara.moreno@cliente.com
461,Oeste,Lucía,Santos,lucía.santos@cliente.com
179,Sur,Diego,García,diego.garcía@cliente.com
352,Sur,Hugo,Ramírez,hugo.ramírez@cliente.com
241,Norte,Diego,Vargas,diego.vargas@cliente.com
52,Centro,Alberto,Rivas,alberto.rivas@cliente.com
96,Este,Sofía,Pérez,sofía.pérez@cliente.com
222,Este,Andrea,Torres,andrea.torres@cliente.com
143,Oeste,Claudia,Martínez,claudia.martínez@cliente.com
171,Norte,Lucía,Martínez,lucía.martínez@cliente.com
29,Norte,Elena,Ruiz,elena.ruiz@cliente.com
36,Este,Sara,Rivas,sara.rivas@cliente.com
13,Oeste,Carmen,Torres,carmen.torres@cliente.com
160,Norte,Daniela,Pérez,daniela.pérez@cliente.com
187,Centro,Patricia,Silva,patricia.silva@cliente.com
243,Sur,Marina,Herrera,marina.herrera@cliente.com
86,Sur,Roberto,Rivas,roberto.rivas@cliente.com
284,Sur,Raúl,López,raúl.lópez@cliente.com
66,Oeste,Carlos,Vargas,carlos.vargas@cliente.com
45,Este,Patricia,Reyes,patricia.reyes@cliente.com
441,Este,Sofía,Fernández,sofía.fernández@cliente.com
134,Sur,Patricia,Reyes,patricia.reyes@cliente.com
108,Centro,Hugo,Reyes,hugo.reyes@cliente.com
286,Este,Carlos,Torres,carlos.torres@cliente.com
128,Norte,Elena,Ruiz,elena.ruiz@cliente.com
348,Sur,Claudia,Martínez,claudia.martínez@cliente.com
473,Norte,Javier,Castillo,javier.castillo@cliente.com
225,Oeste,Carmen,Cordero,carmen.cordero@cliente.com
385,Oeste,Marina,Cano,marina.cano@cliente.com
377,Norte,Carlos,Ramírez,carlos.ramírez@cliente.com
121,Oeste,Lucía,Silva,lucía.silva@cliente.com
116,Sur,Sofía,Rivas,sofía.rivas@cliente.com
233,Centro,Lucía,Ruiz,lucía.ruiz@cliente.com
259,Norte,Sofía,Torres,sofía.torres@cliente.com
198,Centro,Manuel,López,manuel.lópez@cliente.com
411,Norte,Raúl,Rivas,raúl.rivas@cliente.com
137,Oeste,Lucía,Moreno,lucía.moreno@cliente.com
318,Sur,Raúl,García,raúl.garcía@cliente.com
165,Este,Andrea,Reyes,andrea.reyes@cliente.com
234,Sur,Raúl,Ramírez,raúl.ramírez@cliente.com
463,Sur,Alberto,Pérez,alberto.pérez@cliente.com
315,Oeste,Javier,Ramírez,javier.ramírez@cliente.com
374,Norte,Diego,Silva,diego.silva@cliente.com
180,Norte,Marina,Rivas,marina.rivas@cliente.com
113,Sur,Luis,Rivas,luis.rivas@cliente.com
497,Oeste,Andrea,Martínez,andrea.martínez@cliente.com
442,Sur,Elena,Mendoza,elena.mendoza@cliente.com
295,Oeste,Diego,Fernández,diego.fernández@cliente.com
387,Este,Carmen,Pérez,carmen.pérez@cliente.com
440,Centro,Raúl,Ramírez,raúl.ramírez@cliente.com
130,Centro,Patricia,Silva,patricia.silva@cliente.com
220,Centro,Javier,Herrera,javier.herrera@cliente.com
343,Centro,Javier,García,javier.garcía@cliente.com
224,Sur,Andrea,Moreno,andrea.moreno@cliente.com
403,Oeste,Daniela,Silva,daniela.silva@cliente.com
126,Centro,Daniela,López,daniela.lópez@cliente.com
416,Oeste,Claudia,Cordero,claudia.cordero@cliente.com
247,Oeste,Patricia,Torres,patricia.torres@cliente.com
324,Sur,Hugo,Moreno,hugo.moreno@cliente.com
439,Este,Sara,Reyes,sara.reyes@cliente.com
203,Centro,Sara,Cano,sara.cano@cliente.com
184,Este,Andrea,Silva,andrea.silva@cliente.com
123,Este,Hugo,Reyes,hugo.reyes@cliente.com
401,Centro,Javier,Reyes,javier.reyes@cliente.com
325,Oeste,Daniela,Rivas,daniela.rivas@cliente.com
372,Norte,Lucía,Cano,lucía.cano@cliente.com
98,Centro,Elena,Delgado,elena.delgado@cliente.com
470,Oeste,Claudia,Cordero,claudia.cordero@cliente.com
395,Norte,Luis,Herrera,luis.herrera@cliente.com
240,Norte,Alberto,Castillo,alberto.castillo@cliente.com
144,Oeste,Elena,Vargas,elena.vargas@cliente.com
97,Sur,Manuel,Santos,manuel.santos@cliente.com
124,Centro,Luis,Mendoza,luis.mendoza@cliente.com
326,Oeste,Luis,Moreno,luis.moreno@cliente.com
148,Centro,Diego,Moreno,diego.moreno@cliente.com
443,Norte,Carmen,Santos,carmen.santos@cliente.com
451,Este,Patricia,Delgado,patricia.delgado@cliente.com
147,Oeste,Lucía,Martínez,lucía.martínez@cliente.com
199,Norte,Elena,Torres,elena.torres@cliente.com
308,Centro,Lucía,Martínez,lucía.martínez@cliente.com
489,Norte,Alberto,Pérez,alberto.pérez@cliente.com
417,Sur,Carmen,García,carmen.garcía@cliente.com
424,Centro,Hugo,Cano,hugo.cano@cliente.com
39,Oeste,Raúl,Rivas,raúl.rivas@cliente.com
267,Oeste,Elena,Rivas,elena.rivas@cliente.com
434,Centro,Diego,Santos,diego.santos@cliente.com
151,Sur,Claudia,García,claudia.garcía@cliente.com
415,Este,Alberto,García,alberto.garcía@cliente.com
478,Oeste,Andrea,Castillo,andrea.castillo@cliente.com
298,Este,Alberto,Vargas,alberto.vargas@cliente.com
263,Sur,Marina,Ramírez,marina.ramírez@cliente.com
112,Sur,Miguel,Silva,miguel.silva@cliente.com
500,Centro,Marina,Torres,marina.torres@cliente.com
60,Oeste,Patricia,Vargas,patricia.vargas@cliente.com
369,Centro,Sofía,Fernández,sofía.fernández@cliente.com
254,Oeste,Raúl,Santos,raúl.santos@cliente.com
140,Este,Diego,Herrera,diego.herrera@cliente.com
453,Centro,Marina,Martínez,marina.martínez@cliente.com
37,Este,Patricia,Mendoza,patricia.mendoza@cliente.com
404,Este,Javier,Vargas,javier.vargas@cliente.com
120,Este,Sara,Santos,sara.santos@cliente.com
408,Centro,Elena,Ramírez,elena.ramírez@cliente.com
75,Norte,Raúl,García,raúl.garcía@cliente.com
422,Centro,Daniela,Torres,daniela.torres@cliente.com
104,Este,Alberto,Silva,alberto.silva@cliente.com
153,Este,Alberto,Herrera,alberto.herrera@cliente.com
384,Norte,Roberto,Pérez,roberto.pérez@cliente.com
366,Oeste,Sofía,Reyes,sofía.reyes@cliente.com
194,Este,Marina,García,marina.garcía@cliente.com
445,Sur,Lucía,López,lucía.lópez@cliente.com
169,Este,Carlos,Cano,carlos.cano@cliente.com
68,Este,Luis,Rivas,luis.rivas@cliente.com
195,Oeste,Daniela,Rivas,daniela.rivas@cliente.com
176,Norte,Carmen,Vargas,carmen.vargas@cliente.com
371,Oeste,Daniela,Mendoza,daniela.mendoza@cliente.com
375,Este,Manuel,Cano,manuel.cano@cliente.com
238,Centro,Javier,López,javier.lópez@cliente.com
158,Centro,Hugo,Castillo,hugo.castillo@cliente.com
38,Norte,Hugo,Cordero,hugo.cordero@cliente.com
230,Centro,Carmen,Martínez,carmen.martínez@cliente.com
365,Norte,Patricia,Mendoza,patricia.mendoza@cliente.com
438,Norte,Manuel,Delgado,manuel.delgado@cliente.com
27,Este,Roberto,Torres,roberto.torres@cliente.com
226,Norte,Carmen,Santos,carmen.santos@cliente.com
448,Sur,Carmen,Torres,carmen.torres@cliente.com
481,Oeste,Javier,Santos,javier.santos@cliente.com
317,Norte,Patricia,Cano,patricia.cano@cliente.com
4,Centro,Carmen,Cordero,carmen.cordero@cliente.com
17,Este,Marina,Silva,marina.silva@cliente.com
46,Centro,Andrea,Fernández,andrea.fernández@cliente.com
6,Norte,Luis,Martínez,luis.martínez@cliente.com
302,Sur,Miguel,Ruiz,miguel.ruiz@cliente.com
181,Norte,Marina,Moreno,marina.moreno@cliente.com
95,Sur,Raúl,Torres,raúl.torres@cliente.com
469,Sur,Daniela,Silva,daniela.silva@cliente.com
471,Oeste,Alberto,López,alberto.lópez@cliente.com
256,Norte,Diego,Torres,diego.torres@cliente.com
323,Oeste,Sofía,Rivas,sofía.rivas@cliente.com
18,Oeste,Claudia,Martínez,claudia.martínez@cliente.com
281,Sur,Elena,Vargas,elena.vargas@cliente.com
223,Norte,Luis,Fernández,luis.fernández@cliente.com
58,Este,Marina,Cordero,marina.cordero@cliente.com
174,Norte,Manuel,Castillo,manuel.castillo@cliente.com
114,Norte,Carmen,García,carmen.garcía@cliente.com
288,Centro,Raúl,Santos,raúl.santos@cliente.com
342,Centro,Manuel,Moreno,manuel.moreno@cliente.com
450,Oeste,Patricia,Cano,patricia.cano@cliente.com
127,Sur,Hugo,Mendoza,hugo.mendoza@cliente.com
155,Oeste,Marina,García,marina.garcía@cliente.com
474,Este,Luis,Castillo,luis.castillo@cliente.com
273,Norte,Marina,Vargas,marina.vargas@cliente.com
299,Centro,Sofía,Cordero,sofía.cordero@cliente.com
246,Este,Luis,Pérez,luis.pérez@cliente.com
26,Sur,Javier,Cano,javier.cano@cliente.com
355,Norte,Raúl,Fernández,raúl.fernández@cliente.com
306,Oeste,Daniela,Castillo,daniela.castillo@cliente.com
409,Este,Marina,Rivas,marina.rivas@cliente.com
391,Oeste,Sara,Rivas,sara.rivas@cliente.com
313,Sur,Sara,Cano,sara.cano@cliente.com
173,Centro,Javier,Rivas,javier.rivas@cliente.com
20,Centro,Raúl,Cordero,raúl.cordero@cliente.com
321,Norte,Patricia,Ruiz,patricia.ruiz@cliente.com
494,Sur,Andrea,Silva,andrea.silva@cliente.com
400,Sur,Elena,Cano,elena.cano@cliente.com
142,Centro,Marina,Moreno,marina.moreno@cliente.com
354,Norte,Sara,García,sara.garcía@cliente.com
322,Sur,Miguel,López,miguel.lópez@cliente.com
447,Centro,Daniela,Silva,daniela.silva@cliente.com
186,Centro,Sofía,Santos,sofía.santos@cliente.com
125,Norte,Diego,Moreno,diego.moreno@cliente.com
305,Centro,Sofía,Herrera,sofía.herrera@cliente.com
491,Oeste,Miguel,Martínez,miguel.martínez@cliente.com
196,Oeste,Claudia,Castillo,claudia.castillo@cliente.com
262,Norte,Roberto,Fernández,roberto.fernández@cliente.com
480,Centro,Elena,Torres,elena.torres@cliente.com
350,Oeste,Javier,Cano,javier.cano@cliente.com
47,Sur,Raúl,Vargas,raúl.vargas@cliente.com
311,Norte,Daniela,Reyes,daniela.reyes@cliente.com
269,Oeste,Hugo,Moreno,hugo.moreno@cliente.com
370,Este,Carlos,López,carlos.lópez@cliente.com
145,Centro,Andrea,Vargas,andrea.vargas@cliente.com
319,Sur,Hugo,Castillo,hugo.castillo@cliente.com
275,Centro,Javier,Fernández,javier.fernández@cliente.com
229,Centro,Roberto,Fernández,roberto.fernández@cliente.com
117,Este,Carlos,Ruiz,carlos.ruiz@cliente.com
279,Sur,Carlos,Pérez,carlos.pérez@cliente.com
396,Este,Carlos,Martínez,carlos.martínez@cliente.com
1,Este,Raúl,Vargas,raúl.vargas@cliente.com
239,Este,Claudia,Delgado,claudia.delgado@cliente.com
290,Sur,Marina,García,marina.garcía@cliente.com
118,Este,Raúl,Vargas,raúl.vargas@cliente.com
488,Centro,Carlos,Cano,carlos.cano@cliente.com
272,Oeste,Miguel,Cano,miguel.cano@cliente.com
487,Centro,Roberto,Cano,roberto.cano@cliente.com
69,Norte,Alberto,Fernández,alberto.fernández@cliente.com
278,Norte,Javier,Ramírez,javier.ramírez@cliente.com
76,Sur,Carmen,Santos,carmen.santos@cliente.com
154,Este,Marina,Cano,marina.cano@cliente.com
435,Norte,Lucía,Torres,lucía.torres@cliente.com
185,Norte,Hugo,Castillo,hugo.castillo@cliente.com
285,Norte,Raúl,Herrera,raúl.herrera@cliente.com
94,Este,Lucía,Herrera,lucía.herrera@cliente.com
204,Centro,Alberto,Torres,alberto.torres@cliente.com
432,Este,Manuel,Delgado,manuel.delgado@cliente.com
341,Oeste,Carmen,Ruiz,carmen.ruiz@cliente.com
357,Oeste,Javier,Ramírez,javier.ramírez@cliente.com
23,Oeste,Claudia,Santos,claudia.santos@cliente.com
250,Norte,Luis,Castillo,luis.castillo@cliente.com
10,Oeste,Manuel,Fernández,manuel.fernández@cliente.com
394,Centro,Sara,Mendoza,sara.mendoza@cliente.com
16,Oeste,Alberto,Cano,alberto.cano@cliente.com
336,Sur,Diego,Castillo,diego.castillo@cliente.com
178,Este,Claudia,Santos,claudia.santos@cliente.com
427,Oeste,Roberto,Cordero,roberto.cordero@cliente.com
168,Oeste,Patricia,García,patricia.garcía@cliente.com
330,Centro,Hugo,Ruiz,hugo.ruiz@cliente.com
43,Norte,Claudia,Reyes,claudia.reyes@cliente.com
397,Este,Diego,Rivas,diego.rivas@cliente.com
12,Sur,Sofía,Mendoza,sofía.mendoza@cliente.com
337,Centro,Lucía,Cordero,lucía.cordero@cliente.com
90,Sur,Alberto,Torres,alberto.torres@cliente.com
93,Norte,Diego,Pérez,diego.pérez@cliente.com
458,Norte,Andrea,Reyes,andrea.reyes@cliente.com
115,Este,Andrea,Pérez,andrea.pérez@cliente.com
105,Centro,Carmen,Silva,carmen.silva@cliente.com
413,Centro,Daniela,Ruiz,daniela.ruiz@cliente.com
376,Oeste,Sara,Fernández,sara.fernández@cliente.com
249,Sur,Manuel,Mendoza,manuel.mendoza@cliente.com
164,Sur,Diego,Torres,diego.torres@cliente.com
457,Este,Raúl,Cano,raúl.cano@cliente.com
177,Norte,Sofía,Ruiz,sofía.ruiz@cliente.com
496,Sur,Miguel,Reyes,miguel.reyes@cliente.com
466,Centro,Elena,Castillo,elena.castillo@cliente.com
183,Sur,Elena,Martínez,elena.martínez@cliente.com
361,Centro,Javier,Reyes,javier.reyes@cliente.com
84,Centro,Raúl,Reyes,raúl.reyes@cliente.com
368,Este,Luis,Ramírez,luis.ramírez@cliente.com
19,Oeste,Raúl,Moreno,raúl.moreno@cliente.com
339,Este,Patricia,Pérez,patricia.pérez@cliente.com
25,Este,Patricia,García,patricia.garcía@cliente.com
57,Centro,Lucía,Pérez,lucía.pérez@cliente.com
109,Sur,Sara,Torres,sara.torres@cliente.com
423,Sur,Alberto,Vargas,alberto.vargas@cliente.com
133,Oeste,Luis,Herrera,luis.herrera@cliente.com
221,Norte,Carmen,López,carmen.lópez@cliente.com
235,Oeste,Patricia,Santos,patricia.santos@cliente.com
146,Centro,Diego,Delgado,diego.delgado@cliente.com
74,Norte,Raúl,Delgado,raúl.delgado@cliente.com
7,Oeste,Alberto,Fernández,alberto.fernández@cliente.com
141,Sur,Patricia,Reyes,patricia.reyes@cliente.com
132,Oeste,Daniela,Moreno,daniela.moreno@cliente.com
292,Norte,Manuel,López,manuel.lópez@cliente.com
70,Oeste,Roberto,Ruiz,roberto.ruiz@cliente.com
182,Este,Javier,López,javier.lópez@cliente.com
91,Norte,Javier,Pérez,javier.pérez@cliente.com
383,Oeste,Sofía,Castillo,sofía.castillo@cliente.com
312,Norte,Daniela,Delgado,daniela.delgado@cliente.com
303,Sur,Raúl,García,raúl.garcía@cliente.com
149,Norte,Claudia,Herrera,claudia.herrera@cliente.com
80,Centro,Elena,López,elena.lópez@cliente.com
358,Este,Luis,Cordero,luis.cordero@cliente.com
156,Este,Andrea,Reyes,andrea.reyes@cliente.com
8,Este,Luis,Pérez,luis.pérez@cliente.com
228,Norte,Marina,Reyes,marina.reyes@cliente.com
212,Centro,Raúl,Cano,raúl.cano@cliente.com
82,Oeste,Carmen,Silva,carmen.silva@cliente.com
197,Norte,Elena,Ruiz,elena.ruiz@cliente.com
251,Oeste,Elena,Santos,elena.santos@cliente.com
119,Sur,Claudia,Cordero,claudia.cordero@cliente.com
282,Centro,Lucía,Herrera,lucía.herrera@cliente.com
405,Sur,Carmen,Cordero,carmen.cordero@cliente.com
465,Norte,Sofía,Reyes,sofía.reyes@cliente.com
437,Centro,Andrea,García,andrea.garcía@cliente.com
83,Este,Claudia,Moreno,claudia.moreno@cliente.com
85,Sur,Hugo,Ruiz,hugo.ruiz@cliente.com
78,Centro,Alberto,Rivas,alberto.rivas@cliente.com
205,Norte,Manuel,Ruiz,manuel.ruiz@cliente.com
34,Este,Diego,Cordero,diego.cordero@cliente.com
389,Centro,Marina,Vargas,marina.vargas@cliente.com
335,Este,Diego,Vargas,diego.vargas@cliente.com
347,Oeste,Miguel,Santos,miguel.santos@cliente.com
482,Norte,Andrea,Pérez,andrea.pérez@cliente.com
166,Norte,Elena,Cordero,elena.cordero@cliente.com
30,Este,Lucía,Castillo,lucía.castillo@cliente.com
138,Sur,Diego,Vargas,diego.vargas@cliente.com
111,Norte,Raúl,Cordero,raúl.cordero@cliente.com
61,Este,Javier,Martínez,javier.martínez@cliente.com
433,Este,Andrea,Martínez,andrea.martínez@cliente.com
73,Este,Marina,Rivas,marina.rivas@cliente.com
56,Centro,Luis,López,luis.lópez@cliente.com
3,Este,Alberto,López,alberto.lópez@cliente.com
363,Oeste,Lucía,García,lucía.garcía@cliente.com
300,Oeste,Roberto,Herrera,roberto.herrera@cliente.com
67,Este,Hugo,Ramírez,hugo.ramírez@cliente.com
425,Norte,Andrea,Rivas,andrea.rivas@cliente.com
454,Oeste,Sara,Reyes,sara.reyes@cliente.com
31,Este,Daniela,Mendoza,daniela.mendoza@cliente.com
40,Este,Roberto,Delgado,roberto.delgado@cliente.com
468,Oeste,Diego,López,diego.lópez@cliente.com
486,Oeste,Alberto,Cordero,alberto.cordero@cliente.com
382,Sur,Andrea,Santos,andrea.santos@cliente.com
356,Norte,Patricia,Torres,patricia.torres@cliente.com
333,Centro,Carlos,Mendoza,carlos.mendoza@cliente.com
399,Este,Hugo,Vargas,hugo.vargas@cliente.com
334,Centro,Diego,Fernández,diego.fernández@cliente.com
483,Centro,Raúl,García,raúl.garcía@cliente.com
406,Centro,Sara,Ramírez,sara.ramírez@cliente.com
291,Este,Andrea,Silva,andrea.silva@cliente.com
353,Oeste,Elena,Torres,elena.torres@cliente.com
495,Sur,Lucía,Cano,lucía.cano@cliente.com
159,Sur,Lucía,Martínez,lucía.martínez@cliente.com
